node,resource_name,resource_code,direction,pol_min_power_of_unit,pol_min_power_of_unit_plant,pol_max_power_of_unit_plant,pol_max_power_of_unit,from_dtime,from_dtime_utc,to_dtime,to_dtime_utc,time_conditions,limiting_element,add_cond,business_date,publication_ts,publication_ts_utc
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,Bełchatów B14,,0.0,0.0,0.0,0.0,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,"Łaziska 3 B09, Łaziska 3 B10, Łaziska 3 B11, Łaziska 3 B12",,,2.0,,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8",,,,600.0,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2431.0,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,"Siersza B1, Siersza B2",,,1.0,,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,690.0,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12",,,,1564.0,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,Bełchatów B12,,,,324.0,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,Bełchatów B10,,,,324.0,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,Bełchatów B06,,,,324.0,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,Bełchatów B07,,,,324.0,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,Bełchatów B09,,,,324.0,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,Bełchatów B11,,,,324.0,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,109.0,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2063.0,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,590.0,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,EC Żerań BGP,,,,280.0,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,"Solina H3, Solina H4",,,,,1.0,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,Kozienice 1 B4,,0.0,0.0,0.0,0.0,,,,,,,,2025-03-06,2025-03-06 22:54:00.323,2025-03-06 21:54:00.323
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Karolin B2 , Karolin B3",,,,,1.0,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,Ostrołęka B B01,,,1.0,,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Opole B1, Opole B2",,,,,1.0,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,,1757.0,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Łaziska 3 B09, Łaziska 3 B10, Łaziska 3 B11, Łaziska 3 B12",,,2.0,,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Siersza B1, Siersza B2",,,1.0,,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,139.0,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2615.0,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,EC Żerań BGP,,,,400.0,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,Płock B01,,,1.0,,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Solina H3, Solina H4",,,,,1.0,,,,,,,,2025-03-07,2025-03-07 22:13:40.367,2025-03-07 21:13:40.367
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-03-08,2025-03-08 22:37:10.588,2025-03-08 21:37:10.588
,,"Karolin B2 , Karolin B3",,,,,1.0,,,,,,,,2025-03-08,2025-03-08 22:37:10.588,2025-03-08 21:37:10.588
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-03-08,2025-03-08 22:37:10.588,2025-03-08 21:37:10.588
,,Kozienice 1 B4,,0.0,0.0,0.0,0.0,,,,,,,,2025-03-08,2025-03-08 22:37:10.588,2025-03-08 21:37:10.588
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-03-08,2025-03-08 22:37:10.588,2025-03-08 21:37:10.588
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-03-08,2025-03-08 22:37:10.588,2025-03-08 21:37:10.588
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-03-08,2025-03-08 22:37:10.588,2025-03-08 21:37:10.588
,,Ostrołęka B B01,,,1.0,,,,,,,,,,2025-03-08,2025-03-08 22:37:10.588,2025-03-08 21:37:10.588
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-03-08,2025-03-08 22:37:10.588,2025-03-08 21:37:10.588
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-03-08,2025-03-08 22:37:10.588,2025-03-08 21:37:10.588
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-03-08,2025-03-08 22:37:10.588,2025-03-08 21:37:10.588
,,"Jaworzno 2  B7, Łagisza B10",,,1.0,,,,,,,,,,2025-03-08,2025-03-08 22:37:10.588,2025-03-08 21:37:10.588
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-03-08,2025-03-08 22:37:10.588,2025-03-08 21:37:10.588
,,"Gryfino Blok 10, Gryfino Blok 9",,,1.0,,,,,,,,,,2025-03-08,2025-03-08 22:37:10.588,2025-03-08 21:37:10.588
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,149.0,,,,,,,,,2025-03-08,2025-03-08 22:37:10.588,2025-03-08 21:37:10.588
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2523.0,,,,,,,,,2025-03-08,2025-03-08 22:37:10.588,2025-03-08 21:37:10.588
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-03-09,2025-03-09 22:14:20.427,2025-03-09 21:14:20.427
,,"Jaworzno 2  B7, Łagisza B10",,,1.0,,,,,,,,,,2025-03-09,2025-03-09 22:14:20.427,2025-03-09 21:14:20.427
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-03-09,2025-03-09 22:14:20.427,2025-03-09 21:14:20.427
,,"Karolin B2 , Karolin B3",,,,,1.0,,,,,,,,2025-03-09,2025-03-09 22:14:20.427,2025-03-09 21:14:20.427
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-03-09,2025-03-09 22:14:20.427,2025-03-09 21:14:20.427
,,Kozienice 1 B4,,0.0,0.0,0.0,0.0,,,,,,,,2025-03-09,2025-03-09 22:14:20.427,2025-03-09 21:14:20.427
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-03-09,2025-03-09 22:14:20.427,2025-03-09 21:14:20.427
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-03-09,2025-03-09 22:14:20.427,2025-03-09 21:14:20.427
,,"Gryfino Blok 10, Gryfino Blok 9",,,1.0,,,,,,,,,,2025-03-09,2025-03-09 22:14:20.427,2025-03-09 21:14:20.427
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-03-09,2025-03-09 22:14:20.427,2025-03-09 21:14:20.427
,,Ostrołęka B B01,,,1.0,,,,,,,,,,2025-03-09,2025-03-09 22:14:20.427,2025-03-09 21:14:20.427
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-03-09,2025-03-09 22:14:20.427,2025-03-09 21:14:20.427
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-03-09,2025-03-09 22:14:20.427,2025-03-09 21:14:20.427
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-03-09,2025-03-09 22:14:20.427,2025-03-09 21:14:20.427
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,149.0,,,,,,,,,2025-03-09,2025-03-09 22:14:20.427,2025-03-09 21:14:20.427
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2615.0,,,,,,,,,2025-03-09,2025-03-09 22:14:20.427,2025-03-09 21:14:20.427
,,EC Stalowa Wola  B12,,,,400.0,,,,,,,,,2025-03-09,2025-03-09 22:14:20.427,2025-03-09 21:14:20.427
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,"Karolin B2 , Karolin B3",,,,,1.0,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,Kozienice 1 B4,,0.0,0.0,0.0,0.0,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,"Dolna Odra B5, Dolna Odra B6, Dolna Odra B7, Dolna Odra B8",,,1.0,,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,Ostrołęka B B01,,,1.0,,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,ESP Żarnowiec H4,,0.0,0.0,0.0,0.0,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,ESP Żarnowiec H4,,0.0,0.0,0.0,0.0,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,Łagisza B10,,,1.0,,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,140.0,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2891.0,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,EC Stalowa Wola  B12,,,,375.0,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,EC Stalowa Wola  B12,,,,395.0,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,Płock B01,,,1.0,,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-03-10,2025-03-10 22:13:00.497,2025-03-10 21:13:00.497
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Karolin B2 , Karolin B3",,,,,1.0,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,Kozienice 1 B4,,0.0,0.0,0.0,0.0,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Dolna Odra B5, Dolna Odra B6, Dolna Odra B7, Dolna Odra B8",,,1.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,1.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,Ostrołęka B B01,,,1.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,ESP Żarnowiec H4,,0.0,0.0,0.0,0.0,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,ESP Żarnowiec H4,,0.0,0.0,0.0,0.0,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,Łagisza B10,,,1.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,169.0,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Solina H3, Solina H4",,,,,1.0,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,114.0,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Kozienice 1 B1, Kozienice 1 B2, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B6, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,,2983.0,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,164.0,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,3.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Łaziska 3 B09, Łaziska 3 B10, Łaziska 3 B11, Łaziska 3 B12",,,2.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-03-11,2025-03-11 22:29:40.371,2025-03-11 21:29:40.371
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-03-12,2025-03-12 22:13:00.516,2025-03-12 21:13:00.516
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-03-12,2025-03-12 22:13:00.516,2025-03-12 21:13:00.516
