node,resource_name,resource_code,direction,pol_min_power_of_unit,pol_min_power_of_unit_plant,pol_max_power_of_unit_plant,pol_max_power_of_unit,from_dtime,from_dtime_utc,to_dtime,to_dtime_utc,time_conditions,limiting_element,add_cond,business_date,publication_ts,publication_ts_utc
,,"Karolin B2 , Karolin B3",,,,,1.0,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
,,"Dolna Odra B5, Dolna Odra B6, Dolna Odra B7, Dolna Odra B8",,,1.0,,,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,2.0,,,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
,,"Solina H3, Solina H4",,0.0,0.0,0.0,0.0,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,129.0,,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
,,EC Stalowa Wola  B12,,,1.0,,,,,,,,,,2025-02-14,2025-02-14 23:05:00.510,2025-02-14 22:05:00.510
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-02-15,2025-02-15 22:49:50.388,2025-02-15 21:49:50.388
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-02-15,2025-02-15 22:49:50.388,2025-02-15 21:49:50.388
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-02-15,2025-02-15 22:49:50.388,2025-02-15 21:49:50.388
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-02-15,2025-02-15 22:49:50.388,2025-02-15 21:49:50.388
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-02-15,2025-02-15 22:49:50.388,2025-02-15 21:49:50.388
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,2.0,,,,,,,,,,2025-02-15,2025-02-15 22:49:50.388,2025-02-15 21:49:50.388
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-02-15,2025-02-15 22:49:50.388,2025-02-15 21:49:50.388
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-02-15,2025-02-15 22:49:50.388,2025-02-15 21:49:50.388
,,EC Stalowa Wola  B12,,,1.0,,,,,,,,,,2025-02-15,2025-02-15 22:49:50.388,2025-02-15 21:49:50.388
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-02-15,2025-02-15 22:49:50.388,2025-02-15 21:49:50.388
,,"Jaworzno 2  B7, Łagisza B10",,,1.0,,,,,,,,,,2025-02-15,2025-02-15 22:49:50.388,2025-02-15 21:49:50.388
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-02-15,2025-02-15 22:49:50.388,2025-02-15 21:49:50.388
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,1.0,,,,,,,,,,2025-02-15,2025-02-15 22:49:50.388,2025-02-15 21:49:50.388
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-02-15,2025-02-15 22:49:50.388,2025-02-15 21:49:50.388
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,174.0,,,,,,,,,2025-02-15,2025-02-15 22:49:50.388,2025-02-15 21:49:50.388
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-02-15,2025-02-15 22:49:50.388,2025-02-15 21:49:50.388
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-02-16,2025-02-16 22:34:35.463,2025-02-16 21:34:35.463
,,"Jaworzno 2  B7, Łagisza B10",,,1.0,,,,,,,,,,2025-02-16,2025-02-16 22:34:35.463,2025-02-16 21:34:35.463
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-02-16,2025-02-16 22:34:35.463,2025-02-16 21:34:35.463
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-02-16,2025-02-16 22:34:35.463,2025-02-16 21:34:35.463
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-02-16,2025-02-16 22:34:35.463,2025-02-16 21:34:35.463
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-02-16,2025-02-16 22:34:35.463,2025-02-16 21:34:35.463
,,"Gryfino Blok 10, Gryfino Blok 9",,,,,1.0,,,,,,,,2025-02-16,2025-02-16 22:34:35.463,2025-02-16 21:34:35.463
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-02-16,2025-02-16 22:34:35.463,2025-02-16 21:34:35.463
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,1.0,,,,,,,,,,2025-02-16,2025-02-16 22:34:35.463,2025-02-16 21:34:35.463
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,2.0,,,,,,,,,,2025-02-16,2025-02-16 22:34:35.463,2025-02-16 21:34:35.463
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-02-16,2025-02-16 22:34:35.463,2025-02-16 21:34:35.463
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-02-16,2025-02-16 22:34:35.463,2025-02-16 21:34:35.463
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-02-16,2025-02-16 22:34:35.463,2025-02-16 21:34:35.463
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-02-16,2025-02-16 22:34:35.463,2025-02-16 21:34:35.463
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,190.0,,,,,,,,,2025-02-16,2025-02-16 22:34:35.463,2025-02-16 21:34:35.463
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,150.0,,,,,,,,,2025-02-16,2025-02-16 22:34:35.463,2025-02-16 21:34:35.463
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-02-16,2025-02-16 22:34:35.463,2025-02-16 21:34:35.463
,,"Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-02-16,2025-02-16 22:34:35.463,2025-02-16 21:34:35.463
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Dolna Odra B5, Dolna Odra B6, Dolna Odra B7, Dolna Odra B8",,,1.0,,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,2.0,,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B3, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,2.0,,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Karolin B2 , Karolin B3",,,1.0,,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,Kozienice 1 B4,,0.0,0.0,0.0,0.0,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Karolin B2 , Karolin B3",,,,,1.0,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Solina H3, Solina H4",,,,,1.0,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,180.0,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,3.0,,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,584.0,,,,,,,,,2025-02-17,2025-02-17 22:49:40.586,2025-02-17 21:49:40.586
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-02-18,2025-02-18 22:20:00.563,2025-02-18 21:20:00.563
,,"Karolin B2 , Karolin B3",,,,,1.0,,,,,,,,2025-02-18,2025-02-18 22:20:00.563,2025-02-18 21:20:00.563
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-02-18,2025-02-18 22:20:00.563,2025-02-18 21:20:00.563
,,Kozienice 1 B4,,0.0,0.0,0.0,0.0,,,,,,,,2025-02-18,2025-02-18 22:20:00.563,2025-02-18 21:20:00.563
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-02-18,2025-02-18 22:20:00.563,2025-02-18 21:20:00.563
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-02-18,2025-02-18 22:20:00.563,2025-02-18 21:20:00.563
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-02-18,2025-02-18 22:20:00.563,2025-02-18 21:20:00.563
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-02-18,2025-02-18 22:20:00.563,2025-02-18 21:20:00.563
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-02-18,2025-02-18 22:20:00.563,2025-02-18 21:20:00.563
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,2.0,,,,,,,,,,2025-02-18,2025-02-18 22:20:00.563,2025-02-18 21:20:00.563
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-02-18,2025-02-18 22:20:00.563,2025-02-18 21:20:00.563
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-02-18,2025-02-18 22:20:00.563,2025-02-18 21:20:00.563
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-02-18,2025-02-18 22:20:00.563,2025-02-18 21:20:00.563
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-02-18,2025-02-18 22:20:00.563,2025-02-18 21:20:00.563
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-02-18,2025-02-18 22:20:00.563,2025-02-18 21:20:00.563
,,"Karolin B2 , Karolin B3",,,1.0,,,,,,,,,,2025-02-18,2025-02-18 22:20:00.563,2025-02-18 21:20:00.563
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-02-18,2025-02-18 22:20:00.563,2025-02-18 21:20:00.563
,,"Dolna Odra B5, Dolna Odra B6",,,1.0,,,,,,,,,,2025-02-18,2025-02-18 22:20:00.563,2025-02-18 21:20:00.563
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-02-18,2025-02-18 22:20:00.563,2025-02-18 21:20:00.563
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,190.0,,,,,,,,,2025-02-18,2025-02-18 22:20:00.563,2025-02-18 21:20:00.563
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"Karolin B2 , Karolin B3",,,,,1.0,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,Kozienice 1 B4,,0.0,0.0,0.0,0.0,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,2.0,,,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"Ostrołęka B B01, Ostrołęka B B02",,,2.0,,,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"Karolin B2 , Karolin B3",,,1.0,,,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"Dolna Odra B5, Dolna Odra B6",,,1.0,,,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,190.0,,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,634.0,,,,,,,,,2025-02-19,2025-02-19 22:49:55.441,2025-02-19 21:49:55.441
,,"Jaworzno 2  B7, Jaworzno 3 B1, Jaworzno 3 B2, Jaworzno 3 B4, Jaworzno 3 B5, Jaworzno 3 B6",,,1.0,,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"Karolin B2 , Karolin B3",,,,,1.0,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,1.0,,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,Kozienice 1 B4,,0.0,0.0,0.0,0.0,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8",,,2.0,,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,3.0,,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"Kozienice 1 B1, Kozienice 1 B3, Kozienice 1 B4, Kozienice 1 B5, Kozienice 1 B7, Kozienice 1 B8, Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,2.0,,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"Kozienice 2 B09, Kozienice 2 B10, Kozienice 2 B11",,,1.0,,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"Turów B02, Turów B03, Turów B04, Turów B05, Turów B06",,,2.0,,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"Ostrołęka B B01, Ostrołęka B B02, Ostrołęka B B03",,,2.0,,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"Połaniec B2, Połaniec B3, Połaniec B4",,,1.0,,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"Bełchatów B02, Bełchatów B03, Bełchatów B04, Bełchatów B05",,,1.0,,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"Bełchatów B06, Bełchatów B07, Bełchatów B08, Bełchatów B09, Bełchatów B10, Bełchatów B11, Bełchatów B12, Bełchatów B14",,,2.0,,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"Rybnik B5, Rybnik B6",,,1.0,,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"Opole B1, Opole B2, Opole B3, Opole B4, Opole B5, Opole B6",,,1.0,,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"Karolin B2 , Karolin B3",,,1.0,,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"Kozienice 1 B2, Kozienice 1 B6",,,1.0,,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"Dolna Odra B5, Dolna Odra B6",,,1.0,,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"Połaniec B2, Połaniec B3, Połaniec B4, Połaniec B5, Połaniec B6, Połaniec B7",,,2.0,,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,,3.0,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"Solina H3, Solina H4",,,,,1.0,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"Solina H1, Solina H2, Solina H3, Solina H4",,,,165.0,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"ESP Żarnowiec H1, ESP Żarnowiec H2, ESP Żarnowiec H3, ESP Żarnowiec H4",,,,,2.0,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,"Gryfino Blok 10, Gryfino Blok 9",,,1.0,,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,Kozienice 2 B09,,,,519.0,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
,,Kozienice 2 B10,,,,519.0,,,,,,,,,2025-02-20,2025-02-20 22:29:25.466,2025-02-20 21:29:25.466
